created,text,retwc,hashtag,followers,friends
2017-12-06 14:57:39,"b'@jpowell1997 @sheholdsasmile @SenSanders It was not that I did not understand your Tweet, it is that you obviously\xe2\x80\xa6 https://t.co/xUHuuj6SVZ'",0,None,511,1762
2017-12-06 14:57:31,b'RT @OpIndia_com: We had warned you: Government may use GST data to track Income Tax Defaulters\nhttps://t.co/GvrFcGNNgz',9,None,3757,115
2017-12-06 14:57:28,"b'@KapilSibal ji our PM never check facts that is why farmers, umployed youth , small scale industrialists, every mid\xe2\x80\xa6 https://t.co/cAP4rMbdYs'",4,None,379,459
2017-12-06 14:57:12,b'RT @satishdangiy: @Swamy39 @DoPTGoI @narendramodi look at ssc and se failure of your no interview policy implementation and suffering of ca\xe2\x80\xa6',13,None,7,35
2017-12-06 14:57:09,b'RT @satishdangiy: @DoPTGoI @narendramodi look at ssc and se failure of your no interview policy implementation and suffering of cadidates.\xe2\x80\xa6',14,None,1,65
2017-12-06 14:56:52,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,4,115
2017-12-06 14:56:41,b'RT @satishdangiy: @Swamy39 @DoPTGoI @narendramodi look at ssc and se failure of your no interview policy implementation and suffering of ca\xe2\x80\xa6',13,None,1,65
2017-12-06 14:56:37,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",217,None,12678,933
2017-12-06 14:56:37,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",217,None,1712,1467
2017-12-06 14:56:33,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",217,None,119,156
2017-12-06 14:56:30,b'RT @GstPractitioner: Delhi High Court has rejected a plea against Congress vice president Rahul Gandhi alleging he had skipped SPG security\xe2\x80\xa6',13,None,84,82
2017-12-06 14:56:28,b'RT @GstPractitioner: Supreme Court has upheld ban on use of petroleum coke in and around New Delhi as the country battles to clean the air\xe2\x80\xa6',19,None,84,82
2017-12-06 14:56:27,"b'RT @GstPractitioner: Supreme Court has told Jaypee Associates not to alienate their personal properties and advised the developer to ""behav\xe2\x80\xa6'",22,None,84,82
2017-12-06 14:56:09,b'RT @MocDoc_In: GST ready .. Easy Handling from single to multi chain pharmacy centers\nhttps://t.co/cxFWdI0TAx https://t.co/UnPJS3zh6E',22,None,202,987
2017-12-06 14:56:09,b'RT @NewsNationTV: #NewsNationGroundZeroPollSurvey 13% people feel that the issues of Demonetisation and GST will harm #BJP while 20% think\xe2\x80\xa6',4,NewsNationGroundZeroPollSurvey,6120,413
2017-12-06 14:55:53,b'@jayantsinha Wish GST was absorbed by the State Govt',0,None,759,513
2017-12-06 14:55:47,"b'@bluephantom7 @punitanasazi @kingslanding__ @shamil_shah @thetanmay Congress been saying this, but they never elabo\xe2\x80\xa6 https://t.co/HMKR7ORUMA'",0,None,48,265
2017-12-06 14:55:45,b'@narendramodi @arunjaitley You have only inconvenienced common man with all your poorly planned and implemented ref\xe2\x80\xa6 https://t.co/VLyPWQ4YaT',0,None,12,16
2017-12-06 14:55:39,b'RT @ccoi_1947: #GST Manthan organised by Federation of All India Vyapar Mandal held today . https://t.co/vhlxGXjJ1S',0,GST,2,1
2017-12-06 14:55:28,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",217,None,1182,1050
2017-12-06 14:55:27,"b'RT @otvnews: State Cabinet decides to set up Asian Public Health University to undertake clinical research, implement #GST on forest produc\xe2\x80\xa6'",2,GST,730,41
2017-12-06 14:55:20,"b'RT @LOLiyapa: @AndColorPockeT @maryashakil Little anger for GST that too not because of Tax percentage but paperwork... \nAlso in the end, t\xe2\x80\xa6'",8,None,268,309
2017-12-06 14:55:19,"b'@sambitswaraj a simple answer to #GSTRollback is \xe2\x80\x98there is committee looking into it, constituted with all party co\xe2\x80\xa6 https://t.co/1bkO3cqFMk'",0,GSTRollback,179,137
2017-12-06 14:55:03,"b'RT @LOLiyapa: @AndColorPockeT @maryashakil Little anger for GST that too not because of Tax percentage but paperwork... \nAlso in the end, t\xe2\x80\xa6'",8,None,52,150
2017-12-06 14:55:03,"b""We have right to speak up in defence of everyone's rights.We pays taxes and GST.Yang penting anak muda daftar pilih\xe2\x80\xa6 https://t.co/06bU9wmTQI""",0,None,304,841
2017-12-06 14:54:59,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,312,539
2017-12-06 14:54:51,b'RT @DilliDurAst: I don\xe2\x80\x99t know who\xe2\x80\x99s winning Gujarat but I can tell you I have met more people complaining about notebandi here in a day tha\xe2\x80\xa6',61,None,9805,763
2017-12-06 14:54:44,"b'RT @BJP4Gujarat: \xe2\x80\x98If you have nothing to hide in your business, you won\xe2\x80\x99t have any issue with #GST\xe2\x80\x99 - this is what the traders of Surat, fr\xe2\x80\xa6'",243,GST,48,922
2017-12-06 14:54:30,b'The Executive Regulations On VAT Law (Decision 52 Of 2017) https://t.co/4XV4kBOM0d By @STA_Law_Firm',0,None,1221,370
2017-12-06 14:54:22,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,40,54
2017-12-06 14:54:21,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",217,None,1667,339
2017-12-06 14:54:18,b'RT @NewsNationTV: #NewsNationGroundZeroPollSurvey 13% people feel that the issues of Demonetisation and GST will harm #BJP while 20% think\xe2\x80\xa6',4,NewsNationGroundZeroPollSurvey,609,5002
2017-12-06 14:54:09,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",217,None,964,1179
2017-12-06 14:54:09,b'#NewsNationGroundZeroPollSurvey 13% people feel that the issues of Demonetisation and GST will harm #BJP while 20%\xe2\x80\xa6 https://t.co/y7VwlJgtm6',4,NewsNationGroundZeroPollSurvey,74946,360
2017-12-06 14:54:08,b'RT @iScrew: 20. ignored their difficulties after demonetisation and GST. Rajkot Market Yard has long been lobbying with Rupani government f\xe2\x80\xa6',26,None,458,1040
2017-12-06 14:54:00,b'RT @pvsubramanyam: India should regulate Bitcoin soon. 28% GST will wipe out budget deficit.',2,None,36,43
2017-12-06 14:53:50,b'RT @MocDoc_In: GST ready .. Easy Handling from single to multi chain pharmacy centers\nhttps://t.co/cxFWdI0TAx https://t.co/UnPJS3zh6E',22,None,13,300
2017-12-06 14:53:43,"b'RT @iScrew: 17. Patel just a few days ago. This handle reported a few weeks ago that when GST reforms were announced, BJP leader Kanti Amru\xe2\x80\xa6'",21,None,458,1040
2017-12-06 14:53:33,b'RT @muglikar_: A must read piece to understand how govt is thinking and shaping tax policies. Also requesting you to read my earlier articl\xe2\x80\xa6',24,None,675,588
2017-12-06 14:53:28,b'LMAO \xf0\x9f\x98\x82 what is this? I hate this new shitty trend. She actually thought she was sick hahaha. This is just disrespec\xe2\x80\xa6 https://t.co/jP7S1NBHKE',0,None,312,301
2017-12-06 14:53:28,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,89,97
2017-12-06 14:53:15,b'RT @satishdangiy: @Swamy39 @DoPTGoI @narendramodi look at ssc and se failure of your no interview policy implementation and suffering of ca\xe2\x80\xa6',13,None,0,21
2017-12-06 14:53:14,b'RT @satishdangiy: @DoPTGoI @narendramodi look at ssc and se failure of your no interview policy implementation and suffering of cadidates.\xe2\x80\xa6',14,None,0,23
2017-12-06 14:53:13,"b'RT @BJP4India: \xe2\x80\x98If you have nothing to hide in your business, you won\xe2\x80\x99t have any issue with GST\xe2\x80\x99 - this is what the traders of Surat, from\xe2\x80\xa6'",211,None,267,350
2017-12-06 14:53:08,b'RT @satishdangiy: @DoPTGoI @narendramodi look at ssc and se failure of your no interview policy implementation and suffering of cadidates.\xe2\x80\xa6',14,None,7,87
2017-12-06 14:53:06,b'@DrGPradhan Dear pradhanji yes the people who were paying honestly are not worried but tax avaders are more worried\xe2\x80\xa6 https://t.co/73L9MnY6Kf',0,None,238,1305
2017-12-06 14:52:48,"b""RT @KkdTalkies: After GST\n@ EastGodavari\n#Agnyaathavaasi \nMvki \nfixed hire's,\nMG's,\nSGs \n\xf0\x9f\x91\x8c \xf0\x9f\x91\x8c \xf0\x9f\x91\x8c https://t.co/ZYnZMemVDi""",66,Agnyaathavaasi,298,622
2017-12-06 14:52:41,"b'RT @NDTVProfit: GST, Farm Loan Waivers May Lead To Fiscal Slippage, Says RBI https://t.co/4IOVdzO6qS'",7,None,71,84
2017-12-06 14:52:41,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",217,None,2837,324
2017-12-06 14:51:50,b'@narendramodi @arunjaitley your digital India campaign is just another money making stunt for companies processing\xe2\x80\xa6 https://t.co/7RMqR0jMX1',0,None,12,16
2017-12-06 14:51:50,b'RT @makeinindia: Fueling Manufacturing...\nUS-based DFS opens manufacturing plant in Navi Mumbai; Company President says recent moves like G\xe2\x80\xa6',22,None,1381,153
2017-12-06 14:51:49,b'RT @GstPractitioner: Delhi HC asked the AAP govt to do a mapping of its schools indicating the availability of science and commerce streams\xe2\x80\xa6',26,None,84,82
2017-12-06 14:51:45,b'RT @EconomicTimes: The regulator is likely to push for lower #GST rates for affordable housing category especially\xe2\x80\xa6 https://t.co/oYvD34O3Xj',2,GST,18585,3394
2017-12-06 14:51:42,b'@arunjaitley sir always u said 31% tax paid customer before GST plz u explain b coz we know only vat and sale taxes',0,None,6,74
2017-12-06 14:51:25,b'RT @ET_RISE: The govt is setting up a mechanism wherein data obtained through #GST reporting could be correlated wi\xe2\x80\xa6 https://t.co/RstOsGFdPJ',0,GST,18585,3394
2017-12-06 14:51:24,b'#GST: Govt Likely to introduce release of Goods without Payment of #AdvanceDuty \n\nRead more at: https://t.co/bBJfdFNywx',0,GST,1143,290
2017-12-06 14:51:19,"b""Govt issues anti-profiteering form: Here's how to complain about firms not passing on GST benefits https://t.co/GEaRR70WLZ""",0,None,569,81
2017-12-06 14:51:17,"b'RT @LOLiyapa: @AndColorPockeT @maryashakil Little anger for GST that too not because of Tax percentage but paperwork... \nAlso in the end, t\xe2\x80\xa6'",8,None,608,183
2017-12-06 14:51:17,b'GST: Govt Likely to introduce release of Goods without Payment of Advance Duty \n\nRead more at: https://t.co/bBJfdFNywx',0,None,1143,290
2017-12-06 14:51:16,"b'RT @ANI: #GST law panel in the recommendations, also suggested that there should be one consolidated return in place of all types of return\xe2\x80\xa6'",30,GST,3469,2687
2017-12-06 14:51:16,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,103,352
2017-12-06 14:51:15,b'RT @satishdangiy: @Swamy39 @DoPTGoI @narendramodi look at ssc and se failure of your no interview policy implementation and suffering of ca\xe2\x80\xa6',13,None,0,23
2017-12-06 14:51:10,"b'RT @pawanbansal_chd: Despite voting for their own CM as PM of India, Gujaratis got nothing in return except terribly exacting and harassmen\xe2\x80\xa6'",17,None,4,21
2017-12-06 14:51:10,"b""RT @EconomicTimes: Anti-profiteering form: Here's how to complain about firms not passing on #GST benefits \nhttps://t.co/LSW3iFwKnU""",2,GST,609,5002
2017-12-06 14:51:07,b'RT @OpIndia_com: We had warned you: Government may use GST data to track Income Tax Defaulters https://t.co/GvrFcGNNgz',133,None,722,188
2017-12-06 14:51:05,b'GST: Govt Likely to introduce release of Goods without Payment of Advance Duty https://t.co/bBJfdFNywx via @tax_scan',0,None,1143,290
2017-12-06 14:50:58,b'RT @livemint: HTLS 2017: Arun Jaitley hints GST rates could be rationalized to three slabs https://t.co/BabEk3yEXj',4,None,219,629
2017-12-06 14:50:56,"b'RT @LOLiyapa: @AndColorPockeT @maryashakil Little anger for GST that too not because of Tax percentage but paperwork... \nAlso in the end, t\xe2\x80\xa6'",8,None,410,854
2017-12-06 14:50:56,b'RT @MukulAgarwal66: Gujarat elections: Saurashtra traders miffed after GST nixes \xe2\x80\x98kutcha\xe2\x80\x99 transactions https://t.co/Ie7tr8DaIg',3,None,2323,4425
2017-12-06 14:50:33,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,18,73
2017-12-06 14:50:31,b'RT @satishdangiy: @DoPTGoI @narendramodi look at ssc and se failure of your no interview policy implementation and suffering of cadidates.\xe2\x80\xa6',14,None,15,3
2017-12-06 14:50:30,b'@chef_rondo i hate you',0,None,1534,582
2017-12-06 14:50:11,b'RT @satishdangiy: @Swamy39 @DoPTGoI @narendramodi look at ssc and se failure of your no interview policy implementation and suffering of ca\xe2\x80\xa6',13,None,15,3
2017-12-06 14:50:03,"b""Here's how to complain about firms not passing on GST benefits https://t.co/xub2Ml976p""",0,None,6645,6164
2017-12-06 14:49:59,"b'RT @Dev__sun: #BJPWaveInGujarat If there a wave for BJP why all the BJP people talking only about  Rahul Gandhi, his ancestry, his beliefs,\xe2\x80\xa6'",7,BJPWaveInGujarat,165,247
2017-12-06 14:49:59,b'RT @satishdangiy: @DoPTGoI @narendramodi look at ssc and se failure of your no interview policy implementation and suffering of cadidates.\xe2\x80\xa6',14,None,1,63
2017-12-06 14:49:58,b'RT @OpIndia_com: We had warned you: Government may use GST data to track Income Tax Defaulters https://t.co/GvrFcGNNgz',133,None,732,167
2017-12-06 14:49:57,"b""RT @EconomicTimes: Anti-profiteering form: Here's how to complain about firms not passing on #GST benefits \nhttps://t.co/LSW3iFwKnU""",3,GST,440,409
2017-12-06 14:49:52,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,197,902
2017-12-06 14:49:43,b'RT @satishdangiy: @Swamy39 @DoPTGoI @narendramodi look at ssc and se failure of your no interview policy implementation and suffering of ca\xe2\x80\xa6',13,None,1,63
2017-12-06 14:49:37,b'Come #stretch with us tonight at 5:30 pm in #Flexibility &amp; Core class. And don\xe2\x80\x99t forget about our new 12 pm GST Fou\xe2\x80\xa6 https://t.co/IT0qPoUU19',0,stretch,116,52
2017-12-06 14:49:29,b'The Executive Regulations On VAT Law (Decision 52 Of 2017) https://t.co/Wn1wyMAL4Q By @STA_Law_Firm',0,None,328,96
2017-12-06 14:49:28,b'RT @satishdangiy: @DoPTGoI @narendramodi look at ssc and se failure of your no interview policy implementation and suffering of cadidates.\xe2\x80\xa6',14,None,2,1
2017-12-06 14:49:27,b'RT @CAChirag: Please ensure to make GST form available before sending reminder. Maha govt @Dev_Fadnavis @GST_Council @adhia03 @arunjaitley\xe2\x80\xa6',3,None,777,1676
2017-12-06 14:49:25,b'RT @satishdangiy: @DoPTGoI @narendramodi look at ssc and se failure of your no interview policy implementation and suffering of cadidates.\xe2\x80\xa6',14,None,26,53
2017-12-06 14:49:24,b'The Executive Regulations On VAT Law (Decision 52 Of 2017) https://t.co/znf0KwkMKX By @STA_Law_Firm',0,None,1216,266
2017-12-06 14:49:12,b'New post: Expect 11-12% EBITDA margin once GST disruption normalises: Plastiblends India https://t.co/8Alla2MYN3',0,None,708,945
2017-12-06 14:49:11,b'RT @satishdangiy: @DoPTGoI @narendramodi look at ssc and se failure of your no interview policy implementation and suffering of cadidates.\xe2\x80\xa6',14,None,20,56
2017-12-06 14:49:03,b'RT @satishdangiy: @Swamy39 @DoPTGoI @narendramodi look at ssc and se failure of your no interview policy implementation and suffering of ca\xe2\x80\xa6',13,None,26,53
2017-12-06 14:48:51,b'RT @satishdangiy: @Swamy39 @DoPTGoI @narendramodi look at ssc and se failure of your no interview policy implementation and suffering of ca\xe2\x80\xa6',13,None,20,56
2017-12-06 14:48:46,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,1591,1000
2017-12-06 14:48:33,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,465,351
2017-12-06 14:48:25,"b'RT @Dev__sun: #BJPWaveInGujarat If there a wave for BJP why all the BJP people talking only about  Rahul Gandhi, his ancestry, his beliefs,\xe2\x80\xa6'",7,BJPWaveInGujarat,172,189
2017-12-06 14:48:22,"b'RT @LOLiyapa: @AndColorPockeT @maryashakil Little anger for GST that too not because of Tax percentage but paperwork... \nAlso in the end, t\xe2\x80\xa6'",8,None,231,109
2017-12-06 14:48:22,b'RT @CAChirag: Please ensure to make GST form available before sending reminder. Maha govt @Dev_Fadnavis @GST_Council @adhia03 @arunjaitley\xe2\x80\xa6',3,None,106,253
2017-12-06 14:48:11,b'GST data may be used to track income-tax evaders\n https://t.co/KaiXkonnyN',0,None,39,181
2017-12-06 14:48:06,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,238,1305
2017-12-06 14:47:51,b'9:47 AM Eastern 35\xc2\xb0F(Feels 28\xc2\xb0F)  BP:30.1inHg  RH:60%  SSW@8 mph(Gentle Breeze) Gst:8 mph  Dry   #Ohio #Weather #Lancaster',0,Ohio,337,114
2017-12-06 14:47:40,"b""Anti-profiteering form: Here's how to complain about firms not passing on #GST benefits \nhttps://t.co/LSW3iFwKnU""",3,GST,2856807,36
2017-12-06 14:47:39,"b'watching opinions and surveys: cong celebrating demo &amp; gst resentment. idiots, 100 elecns have taken place after demo'",0,None,585,500
2017-12-06 14:47:35,b'RT @satishdangiy: @DoPTGoI @narendramodi look at ssc and se failure of your no interview policy implementation and suffering of cadidates.\xe2\x80\xa6',14,None,5,12
2017-12-06 14:47:23,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",217,None,1059,491
2017-12-06 14:47:16,b'RT @satishdangiy: @Swamy39 @DoPTGoI @narendramodi look at ssc and se failure of your no interview policy implementation and suffering of ca\xe2\x80\xa6',13,None,5,12
2017-12-06 14:47:13,"b'RT @Dev__sun: #BJPWaveInGujarat If there a wave for BJP why all the BJP people talking only about  Rahul Gandhi, his ancestry, his beliefs,\xe2\x80\xa6'",7,BJPWaveInGujarat,733,178
2017-12-06 14:47:09,b'RT @OfficeOfRG: Some Suggestions\n\n1. Correct the fundamental flaw in GST architecture to give India a Genuine Simple Tax. \n\n2. Don\xe2\x80\x99t waste\xe2\x80\xa6',7325,None,0,1
2017-12-06 14:47:02,b'Person Of The Year should be Narendra Modi @narendramodi  in India who is taking bold decisions like\xe2\x80\xa6 https://t.co/s5vxwg8PGR',0,None,1390,1998
2017-12-06 14:47:00,"b'RT @OfficeOfRG: India does not need a Gabbar Singh Tax. We want a true GST. Congress, along with the people of India, fought for and ensure\xe2\x80\xa6'",5404,None,0,1
2017-12-06 14:46:56,"b'RT @LOLiyapa: @AndColorPockeT @maryashakil Little anger for GST that too not because of Tax percentage but paperwork... \nAlso in the end, t\xe2\x80\xa6'",8,None,319,432
2017-12-06 14:46:42,"b'RT @NDTVProfit: GST, Farm Loan Waivers May Lead To Fiscal Slippage, Says RBI https://t.co/4IOVdzO6qS'",7,None,155,87
2017-12-06 14:46:38,b'RT @MukulAgarwal66: Panel moots wide-ranging revamp to make GST less taxing https://t.co/bkeOIvGMLg via @economictimes',3,None,2323,4425
2017-12-06 14:46:37,b'RT @satishdangiy: @DoPTGoI @narendramodi look at ssc and se failure of your no interview policy implementation and suffering of cadidates.\xe2\x80\xa6',14,None,2,19
2017-12-06 14:46:33,b'RT @satishdangiy: @Swamy39 @DoPTGoI @narendramodi look at ssc and se failure of your no interview policy implementation and suffering of ca\xe2\x80\xa6',13,None,2,19
2017-12-06 14:46:14,b'@Swamy39 @DoPTGoI @narendramodi look at ssc and se failure of your no interview policy implementation and suffering\xe2\x80\xa6 https://t.co/0jaBTblhwK',13,None,2,19
2017-12-06 14:46:09,"b""Anti-profiteering form: Here's how to complain about firms not passing on GST benefits https://t.co/YQUBKmRHsz""",0,None,218,304
2017-12-06 14:45:49,b'Rahul Ji pls give some alternative of gst to Gujrat to Winn Best of luck give modi Ji a very good fight Best of luck',0,None,0,6
2017-12-06 14:45:48,b'On the Outs | Nov. 29-Dec. 5 https://t.co/3MVFn0H1D4',0,None,6,0
2017-12-06 14:45:47,b'RT @satishdangiy: @DoPTGoI @narendramodi look at ssc and se failure of your no interview policy implementation and suffering of cadidates.\xe2\x80\xa6',14,None,12,134
2017-12-06 14:45:39,b'@RAJKUMARRPAREKH Please refer to Draft Cancellation charges per instance at Sl. No.28 in page no.06 in our Service\xe2\x80\xa6 https://t.co/LeEv6CVR9B',0,None,2761572,20
2017-12-06 14:45:36,"b""Anti-profiteering form: Here's how to complain about firms not passing on GST benefits The Government has released\xe2\x80\xa6 https://t.co/uHb2adWV0x""",0,None,353,87
2017-12-06 14:45:18,b'@DoPTGoI @narendramodi look at ssc and se failure of your no interview policy implementation and suffering of cadid\xe2\x80\xa6 https://t.co/rgpkRfu4Ox',14,None,2,19
2017-12-06 14:45:00,b'RT @makeinindia: Fueling Manufacturing...\nUS-based DFS opens manufacturing plant in Navi Mumbai; Company President says recent moves like G\xe2\x80\xa6',22,None,184,397
